customer_id,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders,avg_order_value
96605401,Gayathri Dugal,maanavbanik@example.net,9.15776E+11,"H.No. 447
Bava Zila, Alwar 187119",Rajpur Sonarpur,198128,7/11/2023,Regular,15,456.33
91302937,Chavvi Sharaf,yogijanani@example.net,9.16507E+11,"83/66, Dalal Circle, Kavali-169682",Panipat,591888,4/12/2024,Inactive,15,1715.16
75405165,Mitesh Prabhakar,rajalaksh@example.org,9.11513E+11,"H.No. 21
Muni Zila
Karnal-729112",Mysore,232742,7/16/2025,Premium,9,1821.07
99699212,Saanvi Khurana,gsaini@example.org,9.17235E+11,"61/09, Amble Road, Jalna 187162",Begusarai,200723,9/19/2023,Regular,10,1751.65
27176930,Amrita Rau,srivastavayashasvi@example.org,9.17795E+11,"72
Sundaram Road, Kollam-851829",Guna,31673,5/20/2025,Regular,7,1485.42
16566516,Riya Raju,rvarma@example.com,9.16223E+11,"17/053
Dhingra Street
Bahraich-361371",Ichalkaranji,893156,10/29/2023,Regular,3,1584.49
53388094,Naveen Trivedi,sarasahota@example.org,9.13856E+11,"H.No. 453
Issac Street, Jorhat 842095",Erode,318650,10/28/2023,Premium,7,547.28
33850686,Aarush Sarkar,aggarwalrajeshri@example.com,9.10512E+11,"93/796
Ben Circle, Madanapalle-861138",Bhind,763902,1/31/2025,Premium,9,1230.55
91419258,Chasmum Ratta,krishnavedant@example.net,9.13811E+11,"35/953, Prabhakar Path
Panvel 460476",Thiruvananthapuram,609345,1/9/2023,Regular,16,853.13
43116531,Rachana Padmanabhan,myogi@example.org,9.11225E+11,"749, Dugar Road
Proddatur-416195",Ghaziabad,317568,3/24/2024,Regular,13,516.86
6818394,Abhiram Varty,peterbera@example.com,9.15964E+11,"92, Sami Marg
Anantapur-024663",Malegaon,256555,7/15/2025,Premium,8,793.93
17257339,Liam Sarraf,nbahl@example.org,9.19635E+11,"H.No. 068, More Path, Kolhapur 734934",Rajahmundry,104561,8/14/2024,Inactive,14,710.33
78367805,Dipta Luthra,godayashoda@example.org,9.12735E+11,"H.No. 694
Kulkarni Chowk
Thane-868992",Vijayanagaram,617987,12/17/2023,New,18,820.03
4935772,Aradhana Ahluwalia,chanakya33@example.org,9.1574E+11,"79/501
Dhawan Chowk, Chinsurah-690789",Bhilai,352221,10/11/2023,Premium,20,1571.73
26294845,Samuel Badami,tripti43@example.org,9.12234E+11,"H.No. 72
Gour Ganj
Ramagundam 395955",Kakinada,199123,6/20/2024,Inactive,7,1708.23
64341566,Dhriti Venkataraman,vanshabhatti@example.com,9.14875E+11,"15/641
Lall, Nizamabad 915155",Salem,974423,10/6/2025,Premium,9,456.52
47996370,Osha Naidu,vidhibahri@example.net,9.17479E+11,"H.No. 128, Murty Chowk, Junagadh-402859",Gorakhpur,693769,4/21/2025,Inactive,13,651.47
21789626,Vasatika Sahota,spanchal@example.com,9.15777E+11,"67
Modi Path, Dehri-871278",Arrah,284089,8/15/2023,Inactive,4,1730.76
20454376,Utkarsh Choudhary,dhingraaarnav@example.net,9.19946E+11,"534
Shroff Nagar, Bhimavaram-845863",Dewas,837808,6/8/2023,Inactive,6,1566.04
43352115,Gagan Karan,srau@example.com,9.10033E+11,"363, Setty Ganj
Bikaner-571083",Nangloi Jat,109816,7/27/2025,Regular,17,1240.93
59959294,Vasatika Sundaram,dassbanjeet@example.org,9.10656E+11,"35, Palla Road, Bally 702187",Indore,128899,1/12/2023,New,9,525.7
13161369,Upkaar Kala,rkade@example.com,9.19359E+11,"590
Thaker Zila, Alappuzha-194597",Allahabad,145141,9/4/2024,Regular,7,753.42
42112481,Yashoda Kakar,hemang11@example.org,9.16983E+11,"H.No. 586, Garde Circle, Raurkela Industrial Township 006607",Darbhanga,724546,5/11/2023,Premium,10,696.51
22646984,Megha Swaminathan,patladalaja@example.com,9.12915E+11,"H.No. 181
Thakkar Circle, North Dumdum-885263",Phusro,781781,1/30/2024,Inactive,12,1085.03
11429144,Kritika Dash,edhitha14@example.org,9.16705E+11,"65/728, Sami Zila, Akola-002599",Shimoga,531887,8/29/2023,Premium,18,1971.75
34806743,Laban Zachariah,jpandey@example.com,9.13425E+11,"H.No. 932
Hans Chowk, Ghaziabad 999889",Motihari,961685,5/3/2023,Premium,9,1895.97
776572,Shravya Sarma,pratyush58@example.net,9.13347E+11,"280, Kari Street
Siliguri-442563",Hubli–Dharwad,648937,6/25/2023,Inactive,10,963.25
98595144,Hamsini Gopal,ravelvasatika@example.org,9.15427E+11,"58/97
Malhotra Circle, Kharagpur-210176",Ongole,593667,8/1/2023,Regular,1,1625.59
62298247,Yatan Raj,zilmil23@example.com,9.12299E+11,"49, Sha Chowk, Gopalpur-845037",Katihar,694828,12/10/2025,New,15,1383.11
62314197,Vasatika Garde,divangirik@example.org,9.15976E+11,"H.No. 519
Ray Marg
Nellore 237303",Rajahmundry,248080,11/4/2024,Inactive,2,1716.71
39129528,Aachal Karan,priyagoswami@example.com,9.15495E+11,"88/34, Shankar Road, Thanjavur-346324",Hindupur,829503,12/13/2025,Premium,11,937.75
20041372,Idika Sha,masonrai@example.org,9.1957E+11,"61/70, Mohanty Marg, Jhansi-915953",Katni,296566,2/5/2023,Premium,7,1393.76
91632223,Faraj Zacharia,wridesh43@example.org,9.18406E+11,"21/266
Tak Circle
Tiruvottiyur-048401",Danapur,116743,10/4/2024,Inactive,4,1837.2
50730765,Charles Taneja,zvarty@example.com,9.19548E+11,"36/59, Golla Chowk, Thane 620866",Khora ,465740,8/19/2023,New,17,446.56
36077610,Shravya Bir,siddharthdhingra@example.net,9.18079E+11,"11/47, Pal Chowk
Morbi 229016",Jabalpur,915650,3/25/2024,Inactive,3,1644.81
27254456,Janaki Lanka,iganesh@example.net,9.19626E+11,"22/21
Ramachandran Marg, Katni 371060",Howrah,343872,4/4/2023,Regular,11,381.43
53530994,Amol Dash,qpatla@example.net,9.17993E+11,"372, Mammen Zila
Salem 260953",Dewas,268250,12/9/2023,Premium,6,781.19
57933236,Varsha Kata,deolfaraj@example.net,9.12301E+11,"H.No. 53, Tank Chowk
Navi Mumbai-560086",Kavali,84836,5/4/2025,New,2,491.49
46951537,Adweta Parekh,yiyengar@example.com,9.11941E+11,"93/799
Kant Marg
Giridih 985103",Noida,11727,11/25/2025,Premium,10,645.85
31600088,Geetika D’Alia,caleb50@example.net,9.11051E+11,"85/39, Nagy Nagar
Dharmavaram 206356",Nadiad,20965,6/30/2025,Inactive,10,1741.4
23205522,Vasatika Bahl,dhora@example.net,9.19676E+11,"66/88
Sidhu Path, Firozabad-609886",Raichur,227233,7/5/2023,Regular,2,527.7
86223549,Chaaya Iyengar,dayamaichatterjee@example.net,9.19302E+11,"92/086
Narayan Ganj
Mathura-812319",Bhind,985111,11/21/2025,New,7,1346.23
14184551,Ishwar Vora,vamakshibhargava@example.com,9.14067E+11,"H.No. 519, Gulati Chowk, Pali 300182",Ghaziabad,878886,11/24/2023,New,19,878.07
58182998,Neelima Sood,nachiketmammen@example.org,9.16982E+11,"H.No. 595, Pandey Ganj
Sambalpur-432952",Amravati,503881,6/21/2025,Premium,18,525.04
1676882,Raghav Bora,raghavkulkarni@example.com,9.19986E+11,"58/293, Khanna Zila
Gandhinagar-026733",Mau,688024,11/16/2024,Regular,16,1710.64
93207287,Qabil Talwar,ravalabdul@example.net,9.17403E+11,"83/58, Narang Ganj, Korba 385134",Dewas,491671,9/30/2025,New,2,835.31
43098528,Chandani Bose,tanmayi31@example.net,9.1634E+11,"787, Sagar Circle, Siliguri 168397",Amritsar,400973,4/9/2024,New,14,335.06
60011249,Nikita Oommen,sulebhavini@example.com,9.13712E+11,"H.No. 065
Dewan Circle, Bardhaman-445237",Tezpur,726696,10/21/2025,Premium,3,700.12
63052437,Faras Raj,doraekavir@example.com,9.15812E+11,"H.No. 73
Apte Road, Vijayawada 551826",Khammam,786507,9/20/2023,Inactive,8,229.6
4612258,Kalpit Varkey,tripti51@example.org,9.15719E+11,"06
Hayer Street, Bulandshahr-540896",Hazaribagh,429679,10/31/2024,Inactive,9,1613.77
56396170,Reyansh Pandit,thomassundaram@example.org,9.15889E+11,"78/39
Khosla Path, Ranchi-571149",Jamshedpur,267577,3/10/2024,New,5,1958.35
32591531,Harini Dave,sibalbenjamin@example.net,9.18148E+11,"H.No. 86, Borde Road, Tiruvottiyur 950340",Silchar,373060,2/24/2023,Premium,12,1504.85
45549295,Hemani Shetty,sethedhitha@example.org,9.11665E+11,"H.No. 01, Cheema Path
Nagercoil-028575",Mango,152193,6/12/2025,Regular,8,978.41
34028918,Sarthak Bhat,daniel16@example.net,9.18115E+11,"H.No. 46
Chaudhry Street
Nandyal 398546",Orai,565147,9/4/2024,New,12,1720.76
23540360,Arya Barad,ndivan@example.net,9.18171E+11,"H.No. 81, Chander Nagar, Thane-293510",Amaravati,354331,3/18/2025,New,10,1659.19
86466321,Meera Manne,ansh52@example.net,9.14376E+11,"H.No. 613, Master Zila, South Dumdum-276749",Ahmednagar,799144,1/18/2024,New,2,1463.54
3022777,Saumya Balan,munshiabhiram@example.com,9.14568E+11,"19/79, Memon Road, Bhalswa Jahangir Pur-182318",Srikakulam,332862,9/19/2024,New,8,1532.59
80980568,Vasana Raju,charanmol@example.com,9.18417E+11,"76/81
Bava Path
Sonipat 954532",Darbhanga,133306,5/16/2023,Inactive,16,286.99
72270045,Watika Salvi,loganbose@example.com,9.12989E+11,"016, Brar Street
Pondicherry 006404",Kanpur,414171,5/15/2023,Premium,19,1903.97
21205236,Anvi Kannan,fariq00@example.net,9.15024E+11,"069, Kari Marg
Sasaram-277084",Sirsa,465336,3/5/2023,New,15,977.45
79398185,Idika Madan,zthaman@example.net,9.18315E+11,"23/92, Wali Road, Hazaribagh-976430",Vellore,311155,7/16/2025,Regular,20,1405.59
11475924,Ranbir Sanghvi,champak01@example.org,9.12851E+11,"72/68
Rama Nagar
Fatehpur-945072",Bangalore,876103,11/29/2023,New,16,1795.62
90195159,Ekaja Kothari,flad@example.net,9.16464E+11,"83/93, Venkataraman Road, Darbhanga 731113",Jamshedpur,127983,10/28/2025,Premium,5,322.15
82128606,Chatresh Sem,ayaan69@example.org,9.1722E+11,"53/615, Bhavsar Road
Bhimavaram 783210",Khandwa,690334,3/7/2024,Regular,19,669.86
90021921,Chakradev Mammen,upadhriti96@example.org,9.11307E+11,"79/32, Banerjee Chowk, Gangtok 241063",Pune,627859,9/25/2025,New,20,1766.2
16945038,Manya Prasad,ryan86@example.com,9.17896E+11,"H.No. 35, Kibe Street, Berhampur-236335",Baranagar,162399,4/24/2024,Premium,8,1231.75
37927569,Darpan Shah,noah98@example.org,9.19808E+11,"H.No. 310
Sura Path
Vasai-Virar 865825",Bihar Sharif,964895,8/2/2025,New,11,495.23
47194592,Zansi Char,pkoshy@example.org,9.14296E+11,"68/24
Chaudhari, Dharmavaram-722712",Loni,723508,9/23/2025,Inactive,5,1768.46
98118411,Ekaraj Upadhyay,tbassi@example.com,9.14763E+11,"75
Lanka Marg, Arrah-273237",Saharsa,993853,6/22/2025,New,6,260.5
18394617,Vincent Bera,anita65@example.com,9.11878E+11,"H.No. 987
Parmer Road
Haridwar 561289",Raiganj,718070,9/15/2023,Inactive,20,1494.88
69524097,Rohan Deshpande,nagaroeshi@example.org,9.18018E+11,"04
Majumdar Marg
Fatehpur-894926",Raipur,698501,12/11/2024,Regular,7,1073.88
8308552,Aradhana Dhar,jbalasubramanian@example.net,9.18878E+11,"H.No. 380, Sinha Zila
Howrah-813109",Varanasi,916984,9/2/2025,Premium,16,1227.08
33170230,Forum Narasimhan,zchauhan@example.com,9.1646E+11,"53/33
Srinivasan Road, Bhopal 408698",Thoothukudi,775930,10/16/2024,Premium,16,1922.04
14635865,Manya Karpe,zmadan@example.net,9.10164E+11,"23
Bhatti Path, Unnao 303298",Salem,826448,11/24/2023,Regular,9,1771.51
93934066,Andrew Sehgal,veer24@example.net,9.15535E+11,"H.No. 25
Chanda Chowk, Ghaziabad-427077",Bikaner,76767,12/5/2024,Inactive,4,1649.58
16849043,Maanas Tata,qarinbakshi@example.net,9.12848E+11,"93
Ramesh Chowk, Proddatur-045216",Sikar,893583,5/23/2023,New,10,1577.72
36348774,Jonathan Sen,indali90@example.org,9.12272E+11,"18/796
Kala Chowk
Nagpur 709463",Kollam,271647,8/23/2023,Inactive,15,1235.13
31092159,Xavier Patil,ganesanwridesh@example.com,9.11772E+11,"29/253, Bhavsar Marg, Kumbakonam 310376",Bhavnagar,957821,10/9/2025,Inactive,19,266.56
30136129,Ijaya Wadhwa,falan78@example.com,9.1508E+11,"H.No. 938, Borah, Raurkela Industrial Township 619602",Begusarai,933825,6/20/2023,Premium,18,353.57
21391783,Oeshi Chana,odasgupta@example.com,9.18968E+11,"24/153
Dhaliwal Nagar
Parbhani-398279",Srinagar,972561,7/28/2024,Regular,12,1893.63
33561375,Suhani Bhatia,gdey@example.net,9.13649E+11,"95, Patla Nagar
Meerut-780431",Nagpur,652381,12/3/2025,Premium,17,1639.61
7547297,Rohan Dhillon,mkalla@example.net,9.1461E+11,"H.No. 733, Sunder Nagar, Jamnagar-759754",Vijayawada,260405,1/25/2024,Premium,4,733.17
70135969,Rachana Behl,naksh83@example.net,9.17012E+11,"H.No. 76
Deo Path, Kulti 251384",Akola,365683,10/24/2024,Regular,19,1392.76
44717085,Inaya Aurora,radhaagarwal@example.com,9.15605E+11,"341
Mittal Nagar
Madhyamgram-245014",Katihar,916993,12/15/2024,Regular,15,1895.77
1618323,Joshua Sanghvi,kamyamajumdar@example.com,9.19392E+11,"78/396
Chanda Road, Aurangabad-908838",Rourkela,22406,7/30/2023,Premium,7,1452.07
41200557,Yochana Hegde,samble@example.net,9.1009E+11,"00, Ganesh Ganj
Purnia 208042",Munger,423978,8/15/2024,Regular,9,1061.73
96905166,Luke Pillay,tchaudhary@example.net,9.1221E+11,"53/33, Dani
Berhampur 251663",Anantapur,411228,5/11/2023,Regular,10,1493.78
59317319,Damyanti Chowdhury,lokehamsini@example.com,9.17234E+11,"12/624
Sinha Marg, Srinagar 573272",Rajpur Sonarpur,768788,7/11/2025,Premium,12,672
4902227,Krishna Tailor,saranyashasvi@example.com,9.17229E+11,"26/747, Rama Circle, Nadiad 041898",Mumbai,437258,2/9/2025,New,4,209.97
16009141,Vasatika Wason,rushil48@example.net,9.11939E+11,"H.No. 646
Khalsa Chowk
Hapur-590435",Mira-Bhayandar,315690,1/17/2024,Premium,1,580.65
30647671,Indali Dayal,banikmohini@example.net,9.18122E+11,"737
Tank Ganj
Anantapuram-162812",Noida,601797,2/17/2025,Inactive,8,1947.9
63234285,Chaaya Kala,xdave@example.com,9.14386E+11,"682, Uppal Path
Rajpur Sonarpur-443513",Bhilai,2867,1/1/2023,New,14,1175.16
64807777,Champak Arya,parsawilliam@example.net,9.16043E+11,"94, Venkatesh Street
Bangalore 857016",Guntakal,268397,11/16/2023,Inactive,13,1546.04
36956976,Shivansh Lad,ektabora@example.com,9.1525E+11,"10, Mutti Street, Chapra 445077",Cuttack,910287,6/30/2025,New,8,1234.48
55843290,Xiti Din,hemani38@example.com,9.17899E+11,"310, Dora Road, Katni 470881",Unnao,721352,8/15/2024,New,16,719.18
58662192,Peter Sane,wnair@example.net,9.15822E+11,"59, Buch Chowk, Shahjahanpur 782511",Narasaraopet,894372,8/17/2024,Inactive,10,1638.14
41749511,Manbir Bora,shethmanbir@example.org,9.17036E+11,"532
Dewan Nagar
Ballia-921994",Panchkula,354474,3/25/2023,Regular,20,815.06
81296490,Leena Gokhale,znarula@example.com,9.18237E+11,"H.No. 773
Kapur Nagar, Ambarnath 856936",Tezpur,676428,5/13/2025,New,10,1105.27
68926205,Vivaan Sood,gayathri06@example.org,9.19815E+11,"35
Bhavsar Zila
Hajipur-688059",Chapra,158191,1/19/2024,Regular,1,485.73
42401807,Widisha Memon,ybandi@example.org,9.19935E+11,"100, Dubey Path, Dehradun 676280",Shahjahanpur,83712,12/13/2024,Premium,10,1617.42
1411497,Anay Dass,unniverma@example.net,9.1345E+11,"H.No. 10
Mander Path
Ozhukarai 180751",Secunderabad,159219,7/21/2024,Regular,10,461.28
97530629,Jackson Kapur,reyansh62@example.net,9.18305E+11,"51/006, Panchal, Ballia 439091",Bhind,146872,12/7/2023,Regular,18,1385.33
81580571,Ucchal Narula,saumya57@example.org,9.13751E+11,"H.No. 25
Nanda Marg
Bikaner-278897",Ajmer,858040,1/8/2025,Premium,6,922.21
55662913,Niharika Shukla,patlasiddharth@example.org,9.1405E+11,"94/22, Loke Nagar, Sultan Pur Majra-820070",Guna,813498,9/13/2024,Regular,18,990.58
79384617,Amara Devi,lborra@example.net,9.14209E+11,"H.No. 768
Walla Ganj, Visakhapatnam 162624",Siwan,829133,12/4/2024,New,14,365.45
66135443,Aarnav Baral,khoslarachit@example.com,9.17734E+11,"989, Char Zila, Imphal-614225",Delhi,792006,12/17/2024,New,3,277.11
37922880,Sudiksha Chauhan,jaggireva@example.com,9.13221E+11,"57/82, Gera Circle, Bangalore 099580",Hajipur,125928,10/29/2024,New,20,1629.58
6124901,Udant Chaudry,brijesh98@example.net,9.11392E+11,"36/389
Vasa Nagar
Firozabad-143343",Ambattur,27737,1/12/2024,New,2,1159.46
30794367,Joshua Shan,xchauhan@example.org,9.17975E+11,"H.No. 964, Luthra Circle, Deoghar 727722",Anantapur,606725,9/26/2023,New,15,1826.28
6103091,Kai Sahota,fraja@example.com,9.18631E+11,"01/671, Chaudhary Street, Tumkur 667489",Varanasi,508657,9/12/2025,Regular,3,1569.66
67155362,Yagnesh Kalita,dnanda@example.com,9.10148E+11,"462, Saxena Nagar
Adoni 785788",Shahjahanpur,19164,7/17/2023,Premium,16,1720.27
94861207,Karan Lanka,parmartanmayi@example.com,9.10422E+11,"H.No. 28
Gole Zila
Allahabad-361067",Ongole,409457,5/27/2024,Premium,1,857.43
2015678,Gayathri Sachdev,nehachoudhary@example.com,9.16821E+11,"298, Khosla Ganj
Tiruvottiyur 471263",Agra,874676,10/2/2025,Premium,16,952.31
50422589,Kabir Maharaj,chandransachi@example.com,9.13483E+11,"43, Lad Zila, Pimpri-Chinchwad-357495",Meerut,909883,12/25/2023,Premium,7,1063.89
35098593,Kavya Nanda,peter10@example.net,9.10912E+11,"64, Chahal Road
Amaravati-168812",Rewa,41315,1/14/2024,Regular,15,890.35
71624716,Jhalak Karpe,nkumar@example.net,9.19946E+11,"H.No. 541, Lata Street, Ramagundam 053571",Aligarh,204495,11/25/2023,New,10,914.67
99104779,Frado Munshi,utkarsh69@example.com,9.14982E+11,"73/89
Buch Path, Hindupur-292876",Loni,972394,10/27/2023,Premium,15,1378.6
40544096,Ansh Acharya,ysha@example.com,9.10223E+11,"06, Pandit Marg, Bangalore 705374",Kollam,190599,8/18/2024,Premium,11,325.39
87764817,Bachittar Som,naveensehgal@example.net,9.19389E+11,"50/826
Manda Zila, Barasat 718639",Tinsukia,161717,5/1/2023,Premium,12,1111.39
39914660,Yahvi Chander,keya07@example.org,9.15898E+11,"56/058, Bora Road, Satna 486272",Rajkot,135736,4/8/2023,Inactive,1,1946.79
32748310,Qarin Gokhale,rayaan71@example.net,9.1102E+11,"42
Pradhan Street
Firozabad-175936",Amroha,937397,6/12/2023,Premium,1,1744.1
70936609,Amaira Dewan,prishabal@example.org,9.18372E+11,"H.No. 898, Date Circle
Salem 221115",Fatehpur,490370,4/13/2025,Inactive,14,1910.73
99671600,Daksha Bansal,ibhardwaj@example.org,9.19988E+11,"00/20, Parikh, Miryalaguda-435186",Tinsukia,151341,2/17/2024,New,16,1241.53
75724776,Mekhala Kumar,gabrielmutti@example.com,9.12522E+11,"H.No. 67
Rattan Road
Hazaribagh 045168",Agartala,513015,8/11/2025,Inactive,20,1008.67
8175691,Faras Walia,ekiyamaster@example.net,9.1765E+11,"H.No. 70, Gala, Kavali-061767",Mahbubnagar,107677,7/5/2025,Premium,3,1408.44
88853429,Bakhshi Bedi,qdatta@example.com,9.12595E+11,"43/08, Bajaj Path
Mango-937411",Tirunelveli,773320,3/30/2025,Regular,14,1210.74
69579299,Bachittar Gole,yganguly@example.com,9.16311E+11,"930
Mannan Nagar, Chapra-075574",Siliguri,707109,12/7/2024,Regular,7,998.55
75358419,Sanya Sura,yuvrajsibal@example.net,9.17848E+11,"634
Sarin Nagar
Jaunpur 762191",Phagwara,952011,11/24/2024,New,16,527.92
11409802,Yutika Lall,bhavinibutala@example.net,9.18743E+11,"H.No. 987
Oak Street
Meerut-122155",Ichalkaranji,650430,2/27/2025,Premium,14,985.93
35051881,Dakshesh Chaudry,muniinaya@example.net,9.1018E+11,"H.No. 731
Dube Marg
Rohtak 142062",Durg,935026,3/18/2024,Regular,2,1755.68
28851616,Matthew Soman,frederickvaidya@example.net,9.19958E+11,"68, Lalla Ganj, Haridwar 689519",Davanagere,76069,10/13/2024,New,1,820.73
88628980,Varsha Setty,omya01@example.net,9.15879E+11,"42
Munshi Street
Amritsar-760808",Bellary,735884,11/30/2024,Inactive,2,1338.85
6202088,Zilmil Kata,qabil43@example.org,9.18071E+11,"91, Ravi Chowk, Ramagundam 083434",Proddatur,106795,2/11/2024,Premium,11,1558.43
66383837,Lila Choudhry,widisha97@example.com,9.1946E+11,"07/763
Mitra Chowk
Bulandshahr 775717",Tiruchirappalli,581918,11/11/2023,Inactive,7,1969.02
87418853,Vivaan Keer,bhardwajdipta@example.com,9.168E+11,"11/18, Deshpande Ganj, Gulbarga-554711",Hapur,400159,3/20/2024,Inactive,20,873.1
46553352,Aadi Tella,samarth40@example.com,9.13388E+11,"H.No. 384
Batta Circle
Uluberia 193748",Shimla,948259,3/6/2025,Premium,11,844.1
64058008,Krish Chokshi,neelsalvi@example.com,9.19097E+11,"966
Pal Path
Guna-072587",Amaravati,957313,6/26/2023,Premium,1,1942.33
87581197,Abhimanyu Sem,barkhasha@example.org,9.10231E+11,"676, Mishra Zila
Ozhukarai-328267",Chapra,533365,2/24/2023,Premium,5,1237.42
32629621,Tanvi Baria,yachana13@example.org,9.14262E+11,"H.No. 37, Kari Street, Bettiah 873111",Jamalpur,481123,9/14/2023,Regular,14,1238.24
95080033,Lakshit Bava,jganesh@example.com,9.11225E+11,"263
Tella Circle, Bhopal-837658",Ambala,677430,2/24/2024,New,5,639.91
